,CUIs,concepts,tw_phrases
26690,C0009766,Allergic Conjunctivitis,Allergic Conjunctivitis
26691,C0009763,Conjunctivitis,Conjunctivitis
26692,C0151836,Paranoid reaction,Paranoid reaction
26693,C0700361,Emotional distress,Emotional distress
26694,C0013295,Duodenal Ulcer,Duodenal Ulcer
26695,C0017979,Glycosuria,Glycosuria
26696,C1274594,Lichenoid keratosis,Lichenoid keratosis
26697,C0151544,Gastrointestinal carcinoma,Gastrointestinal carcinoma
26698,C0151547,Cataract specified,Cataract specified
26699,C0151611,Electroencephalogram abnormal,Electroencephalogram abnormal
26700,C0151610,Tongue oedema,Tongue oedema
26701,C0151613,Electrolyte abnormality,Electrolyte abnormality
26702,C0701836,Thermal burn,Thermal burn
26703,C0919715,Lupus-like syndrome,Lupus-like syndrome
26704,C0016512,Foot pain,Foot pain
26705,C0017574,Gingivitis,Gingivitis
26706,C0011630,Dermatomycoses,Dermatomycoses
26707,C0011633,Dermatomyositis,Dermatomyositis
26708,C0085595,Body odor,Body odor
26709,C0085593,Chills,Chills
26710,C0006118,Brain Neoplasms,Brain Neoplasms
26711,C0028081,Night sweats,Night sweats
26712,C0006114,Cerebral Edema,Cerebral Edema
26713,C0028084,Nightmares,Nightmares
26714,C1455705,Pulmonary Histiocytosis X,Pulmonary Histiocytosis X
26715,C0235437,Gravitational oedema,Gravitational oedema
26716,C0494475,Tonic - clonic seizures,Tonic - clonic seizures
26717,C0235431,Blood creatinine increased,Blood creatinine increased
26718,C0151726,Injection site hypersensitivity,Injection site hypersensitivity
26719,C0026858,Musculoskeletal Pain,Musculoskeletal Pain
26720,C0235439,Ankle edema (finding),Ankle edema (finding)
26721,C0006370,Bulimia,Bulimia
26722,C0085628,Stupor,Stupor
26723,C0023798,Lipoma,Lipoma
26724,C0085623,Akinesia,Akinesia
26725,C0851578,Sleep Disorders,Sleep Disorders
26726,C0016199,Flank Pain,Flank Pain
26727,C0008677,"Bronchitis, Chronic","Bronchitis, Chronic"
26728,C0221100,Hangover from any Alcohol or Other Drugs substance,Hangover from any Alcohol or Other Drugs substance
26729,C0020443,Hypercholesterolemia,Hypercholesterolemia
26730,C0013928,Fat embolism (disorder),Fat embolism (disorder)
26731,C0023646,Lichen Planus,Lichen Planus
26732,C0013922,Embolism,Embolism
26733,C0040822,Tremor,Tremor
26734,C1761613,Conjunctival hyperemia,Conjunctival hyperemia
26735,C1112442,Female sexual dysfunction,Female sexual dysfunction
26736,C1112443,Male sexual dysfunction,Male sexual dysfunction
26737,C0010346,Crohn Disease,Crohn Disease
26738,C0740447,Diabetic peripheral neuropathy,Diabetic peripheral neuropathy
26739,C0038826,Superinfection,Superinfection
26740,C0423729,Painful respiration,Painful respiration
26741,C0007971,Cheilitis,Cheilitis
26742,C1268766,Blood pressure alteration (finding),Blood pressure alteration (finding)
26743,C0427086,Involuntary Movements,Involuntary Movements
26744,C0242073,Pulmonary congestion,Pulmonary congestion
26745,C2364164,Actual Impaired Fluid Volume,Actual Impaired Fluid Volume
26746,C0854100,Nitrogen balance negative,Nitrogen balance negative
26747,C0029118,Opportunistic Infections,Opportunistic Infections
26748,C0221742,Serum sickness-like reaction,Serum sickness-like reaction
26749,C0155626,Acute myocardial infarction,Acute myocardial infarction
26750,C1167686,Nail toxicity,Nail toxicity
26751,C0233471,Flat affect,Flat affect
26752,C0233472,Affect lability,Affect lability
26753,C0860160,Diabetes mellitus inadequate control,Diabetes mellitus inadequate control
26754,C0581912,Sensation of heaviness,Sensation of heaviness
26755,C0233477,Dysphoria,Dysphoria
26756,C0233479,Elevated mood,Elevated mood
26757,C0151699,Intracranial Hemorrhages,Intracranial Hemorrhages
26758,C0041981,Uric acid level increased,Uric acid level increased
26759,C0030252,Palpitations,Palpitations
26760,C0149526,Allergic urticaria,Allergic urticaria
26761,C0333472,Epidermolysis,Epidermolysis
26762,C0426576,Gastrointestinal symptom,Gastrointestinal symptom
26763,C0149523,Acute cystitis,Acute cystitis
26764,C0011168,Deglutition Disorders,Deglutition Disorders
26765,C0041976,Urethritis,Urethritis
26766,C0018798,Congenital Heart Defects,Congenital Heart Defects
26767,C0278080,Dependence physiological,Dependence physiological
26768,C0232288,Chest pain exertional,Chest pain exertional
26769,C0423232,Corneal epithelial staining pattern,Corneal epithelial staining pattern
26770,C0423234,Punctate epithelial erosion,Punctate epithelial erosion
26771,C0027813,Neuritis,Neuritis
26772,C0474381,Chromatopsia,Chromatopsia
26773,C0001339,Pancreatitis acute,Pancreatitis acute
26774,C0920289,Sluggishness,Sluggishness
26775,C0877322,Muscle tightness,Muscle tightness
26776,C0019521,Hiccup,Hiccup
26777,C0454643,Word finding difficulty (disorder),Word finding difficulty (disorder)
26778,C0024141,"Lupus Erythematosus, Systemic","Lupus Erythematosus, Systemic"
26779,C2242621,Erection prolonged,Erection prolonged
26780,C0589616,Genitourinary chlamydia infection,Genitourinary chlamydia infection
26781,C0152002,Renal vasculitis,Renal vasculitis
26782,C0001807,Aggressive behavior,Aggressive behavior
26783,C0553548,Necrotizing Arteritis,Necrotizing Arteritis
26784,C0541936,Enteritis ulcerative,Enteritis ulcerative
26785,C0239819,Edema hands,Edema hands
26786,C0853149,Blood lactate dehydrogenase increased,Blood lactate dehydrogenase increased
26787,C0239816,Hand dermatitis,Hand dermatitis
26788,C0522063,Impaired gastric emptying,Impaired gastric emptying
26789,C0035412,Rhabdomyosarcoma,Rhabdomyosarcoma
26790,C0004690,Balanitis,Balanitis
26791,C0262385,Autonomic nervous system imbalance,Autonomic nervous system imbalance
26792,C0442874,Neuropathy,Neuropathy
26793,C0005587,"Depression, Bipolar","Depression, Bipolar"
26794,C0005586,Bipolar Disorder,Bipolar Disorder
26795,C0162566,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda
26796,C0042401,Vasodilation,Vasodilation
26797,C0033075,Presbyopia,Presbyopia
26798,C0877430,Asthma chronic,Asthma chronic
26799,C0853034,Blood creatine phosphokinase increased,Blood creatine phosphokinase increased
26800,C0425481,Respiratory sighs,Respiratory sighs
26801,C0747256,Parasitic infection,Parasitic infection
26802,C0014866,Esophageal Stenosis,Esophageal Stenosis
26803,C0234909,Nail changes,Nail changes
26804,C0014863,Esophageal spasm,Esophageal spasm
26805,C0014868,Esophagitis,Esophagitis
26806,C0014869,Peptic Esophagitis,Peptic Esophagitis
26807,C0232459,Abnormal digestive tract function,Abnormal digestive tract function
26808,C0863129,AGEP,AGEP
26809,C0549386,Sensation of warmth,Sensation of warmth
26810,C0549385,Feeling of body temperature change,Feeling of body temperature change
26811,C0085635,Photopsia,Photopsia
26812,C3536794,Sad mood,Sad mood
26813,C0043049,Water Intoxication,Water Intoxication
26814,C0877055,Acute Generalized Exanthematous Pustulosis,Acute Generalized Exanthematous Pustulosis
26815,C0017160,Gastroenteritis,Gastroenteritis
26816,C0227791,Vaginal Discharge,Vaginal Discharge
26817,C0458631,Performance anxiety,Performance anxiety
26818,C0017168,Gastroesophageal reflux disease,Gastroesophageal reflux disease
26819,C0014488,Epicondylitis,Epicondylitis
26820,C0853760,Blood potassium increased,Blood potassium increased
26821,C0235567,Excessive bronchial secretion,Excessive bronchial secretion
26822,C0086692,Benign Neoplasm,Benign Neoplasm
26823,C0340464,Premature Cardiac Complex,Premature Cardiac Complex
26824,C0027497,Nausea,Nausea
26825,C0013595,Eczema,Eczema
26826,C0232981,Arrest of spermatogenesis,Arrest of spermatogenesis
26827,C0022658,Kidney Diseases,Kidney Diseases
26828,C0043167,Pertussis,Pertussis
26829,C0022650,Kidney Calculi,Kidney Calculi
26830,C0029927,Ovarian Cysts,Ovarian Cysts
26831,C0151998,Uterine spasm,Uterine spasm
26832,C0151996,Uterine fibroids enlarged,Uterine fibroids enlarged
26833,C0020578,Hyperventilation,Hyperventilation
26834,C0852361,Skin hemorrhages,Skin hemorrhages
26835,C0017658,Glomerulonephritis,Glomerulonephritis
26836,C0238033,Carcinoma of Male Breast,Carcinoma of Male Breast
26837,C0086769,Panic Attacks,Panic Attacks
26838,C0151849,Alkaline phosphatase raised,Alkaline phosphatase raised
26839,C0743680,Eye oedema,Eye oedema
26840,C0151538,Buccoglossal syndrome,Buccoglossal syndrome
26841,C0151539,Blood urea increased,Blood urea increased
26842,C0086565,Liver Dysfunction,Liver Dysfunction
26843,C2609445,Infusion site reactions (HT),Infusion site reactions (HT)
26844,C0151664,Gastrointestinal perforation,Gastrointestinal perforation
26845,C0264893,Nodal arrhythmia,Nodal arrhythmia
26846,C0151662,Gamma-glutamyltransferase increased,Gamma-glutamyltransferase increased
26847,C0038506,Stuttering,Stuttering
26848,C0011991,Diarrhea,Diarrhea
26849,C0151669,Gamma globulins increased,Gamma globulins increased
26850,C0235198,Unable to concentrate,Unable to concentrate
26851,C0085584,Encephalopathies,Encephalopathies
26852,C0085583,Choreoathetosis,Choreoathetosis
26853,C0085580,Essential Hypertension,Essential Hypertension
26854,C0235195,Sedated state,Sedated state
26855,C0235194,Tranquillisation excessive,Tranquillisation excessive
26856,C0235196,Suicidal tendency,Suicidal tendency
26857,C0026848,Myopathy,Myopathy
26858,C0026846,Muscular Atrophy,Muscular Atrophy
26859,C0016167,Anal Fissure,Anal Fissure
26860,C0031117,Peripheral Neuropathy,Peripheral Neuropathy
26861,C0035410,Rhabdomyolysis,Rhabdomyolysis
26862,C0700225,Serum creatinine increased,Serum creatinine increased
26863,C0549634,Lipids abnormal,Lipids abnormal
26864,C0009806,Constipation,Constipation
26865,C0085637,Oculogyric crisis,Oculogyric crisis
26866,C0085636,Photophobia,Photophobia
26867,C0085631,Agitation,Agitation
26868,C0016436,Folliculitis,Folliculitis
26869,C0085633,Mood swings,Mood swings
26870,C0085632,Indifferent mood,Indifferent mood
26871,C1096444,Altered visual depth perception,Altered visual depth perception
26872,C0038436,Post-Traumatic Stress Disorder,Post-Traumatic Stress Disorder
26873,C0038435,Stress,Stress
26874,C0553731,PRL increased,PRL increased
26875,C0020473,Hyperlipidemia,Hyperlipidemia
26876,C0425945,Prolonged menses,Prolonged menses
26877,C0694563,Excessive daytime somnolence,Excessive daytime somnolence
26878,C2242996,Has tingling sensation,Has tingling sensation
26879,C0009938,Contusions,Contusions
26880,C1261981,Urticaria localised,Urticaria localised
26881,C0009241,Cognition Disorders,Cognition Disorders
26882,C0497327,Dementia,Dementia
26883,C0595885,Serum potassium decreased,Serum potassium decreased
26884,C0595883,Blood glucose decreased,Blood glucose decreased
26885,C0011570,Mental Depression,Mental Depression
26886,C0392025,Enlargement abdomen,Enlargement abdomen
26887,C0024205,Lymphadenitis,Lymphadenitis
26888,C0267940,Pancreatitis haemorrhagic,Pancreatitis haemorrhagic
26889,C0007097,Carcinoma,Carcinoma
26890,C0476280,Musculoskeletal chest pain,Musculoskeletal chest pain
26891,C0476281,Non-cardiac chest pain,Non-cardiac chest pain
26892,C0332563,Papule,Papule
26893,C1112214,Vulvovaginal pruritus,Vulvovaginal pruritus
26894,C0233469,Blunted affect,Blunted affect
26895,C2364082,Hyposmia,Hyposmia
26896,C0000786,Spontaneous abortion,Spontaneous abortion
26897,C0239978,Frequent bowel movements,Frequent bowel movements
26898,C2748060,Hypopnea syndrome,Hypopnea syndrome
26899,C0851989,Bone and joint infections,Bone and joint infections
26900,C0427546,Atypical lymphocyte observed,Atypical lymphocyte observed
26901,C0549418,Urine flow decreased,Urine flow decreased
26902,C0424166,Social fear,Social fear
26903,C0750857,Alkaline phosphatase serum increased,Alkaline phosphatase serum increased
26904,C0001925,Albuminuria,Albuminuria
26905,C1608945,Exfoliative rash,Exfoliative rash
26906,C0010481,Cushing Syndrome,Cushing Syndrome
26907,C0267834,Hepatic cyst,Hepatic cyst
26908,C0011175,Dehydration,Dehydration
26909,C0007780,Cerebral Embolism,Cerebral Embolism
26910,C0007787,Transient Ischemic Attack,Transient Ischemic Attack
26911,C0020877,Ileitis,Ileitis
26912,C0007785,Cerebral Infarction,Cerebral Infarction
26913,C0040580,Tracheal Diseases,Tracheal Diseases
26914,C0040584,Tracheitis,Tracheitis
26915,C0240802,Pregnancy test positive,Pregnancy test positive
26916,C0020651,"Hypotension, Orthostatic","Hypotension, Orthostatic"
26917,C0580413,Prothrombin time shortened,Prothrombin time shortened
26918,C0206160,Reticulocytosis,Reticulocytosis
26919,C0580417,International normalised ratio abnormal,International normalised ratio abnormal
26920,C0026205,Miosis disorder,Miosis disorder
26921,C0162285,Edema of eyelid,Edema of eyelid
26922,C1720798,Radiation Recall Dermatitis,Radiation Recall Dermatitis
26923,C0162281,Corneal deposits,Corneal deposits
26924,C0001818,Agoraphobia,Agoraphobia
26925,C0085649,Peripheral edema,Peripheral edema
26926,C0338656,Impaired cognition,Impaired cognition
26927,C0549567,Pigmentation Disorders,Pigmentation Disorders
26928,C2711227,Steatohepatitis,Steatohepatitis
26929,C0748023,Bacterial prostatitis,Bacterial prostatitis
26930,C0221269,Pseudolymphoma,Pseudolymphoma
26931,C0036830,Serum Sickness,Serum Sickness
26932,C0541947,Excitation cerebral,Excitation cerebral
26933,C1611157,Hepatic infiltration eosinophilic,Hepatic infiltration eosinophilic
26934,C0008325,Cholecystitis,Cholecystitis
26935,C0005138,Berylliosis,Berylliosis
26936,C0429029,Electrocardiogram ST segment,Electrocardiogram ST segment
26937,C0586553,Thyrotropin high,Thyrotropin high
26938,C0262397,Breast tenderness,Breast tenderness
26939,C0085932,"Skin Diseases, Bullous","Skin Diseases, Bullous"
26940,C0235996,Hepatic enzyme increased,Hepatic enzyme increased
26941,C0262662,Ventricular bigeminy,Ventricular bigeminy
26942,C0853026,Porphyria non-acute,Porphyria non-acute
26943,C0027796,Neuralgia,Neuralgia
26944,C0033246,Proctitis,Proctitis
26945,C0162820,"Dermatitis, Allergic Contact","Dermatitis, Allergic Contact"
26946,C0008031,Chest Pain,Chest Pain
26947,C0008035,Chest wall pain,Chest wall pain
26948,C0239150,Creatinine low,Creatinine low
26949,C0549399,Low density lipoprotein increased,Low density lipoprotein increased
26950,C0549397,Nasal septum deviation,Nasal septum deviation
26951,C0549391,Bladder discomfort,Bladder discomfort
26952,C0549393,Alcohol problem,Alcohol problem
26953,C0153567,Uterine Cancer,Uterine Cancer
26954,C0877048,Oral fungal infection,Oral fungal infection
26955,C0025209,Melanosis,Melanosis
26956,C0524662,Opiate Addiction,Opiate Addiction
26957,C0038395,Streptococcal Infections,Streptococcal Infections
26958,C0025202,Melanoma,Melanoma
26959,C0005959,Marrow hyperplasia,Marrow hyperplasia
26960,C0032827,Potassium Deficiency,Potassium Deficiency
26961,C0028643,Numbness,Numbness
26962,C0032285,Pneumonia,Pneumonia
26963,C0275524,Coinfection,Coinfection
26964,C0002418,Amblyopia,Amblyopia
26965,C0948525,Musculoskeletal stiffness,Musculoskeletal stiffness
26966,C0018378,Guillain-Barre Syndrome,Guillain-Barre Syndrome
26967,C0018379,Guilt,Guilt
26968,C0040261,Onychomycosis,Onychomycosis
26969,C0268732,Nephritic syndrome,Nephritic syndrome
26970,C1332166,Adenocarcinoma of the gastroesophageal junction,Adenocarcinoma of the gastroesophageal junction
26971,C0852192,Asthenic conditions,Asthenic conditions
26972,C0271412,Ear haemorrhage,Ear haemorrhage
26973,C1739422,Opioid naive,Opioid naive
26974,C1457883,Aggressive reaction,Aggressive reaction
26975,C0151854,Abnormal platelets,Abnormal platelets
26976,C0017178,Gastrointestinal Diseases,Gastrointestinal Diseases
26977,C0151529,Bleeding time prolonged,Bleeding time prolonged
26978,C0849918,Eyelids pruritus,Eyelids pruritus
26979,C0151526,Premature Birth,Premature Birth
26980,C0151521,Overgrowth bacterial,Overgrowth bacterial
26981,C0011616,Contact Dermatitis,Contact Dermatitis
26982,C0151671,Glucose tolerance decreased,Glucose tolerance decreased
26983,C0011615,"Dermatitis, Atopic","Dermatitis, Atopic"
26984,C0035579,Rickets,Rickets
26985,C1096616,Contralateral breast cancer,Contralateral breast cancer
26986,C0018800,Cardiomegaly,Cardiomegaly
26987,C0018801,Heart failure,Heart failure
26988,C0018802,Congestive heart failure,Congestive heart failure
26989,C0023067,Laryngitis,Laryngitis
26990,C0080203,Tachyarrhythmia,Tachyarrhythmia
26991,C0860210,Granulomatous liver disease,Granulomatous liver disease
26992,C0026838,Muscle Spasticity,Muscle Spasticity
26993,C0041747,Unplanned pregnancy,Unplanned pregnancy
26994,C0026837,Muscle Rigidity,Muscle Rigidity
26995,C0392445,Necrobiosis Lipoidica Diabeticorum,Necrobiosis Lipoidica Diabeticorum
26996,C0235453,Steroid withdrawal syndrome,Steroid withdrawal syndrome
26997,C0009326,Collagen Diseases,Collagen Diseases
26998,C0009324,Ulcerative Colitis,Ulcerative Colitis
26999,C0220650,Metastatic malignant neoplasm to brain,Metastatic malignant neoplasm to brain
27000,C0235293,Taste peculiar,Taste peculiar
27001,C0235290,Taste bitter,Taste bitter
27002,C0235295,Abdominal distress,Abdominal distress
27003,C0451641,Urolithiasis,Urolithiasis
27004,C0343886,Gastrointestinal candidiasis,Gastrointestinal candidiasis
27005,C0265110,Cerebral Vasospasm,Cerebral Vasospasm
27006,C0549622,Sexual Dysfunction,Sexual Dysfunction
27007,C0339916,Viral upper respiratory tract infection,Viral upper respiratory tract infection
